Labelled Phrase,Detected Phrase,Intent Id,Intent Name,Top Match Intent Id,Top Match Intent Name,Top Match Score,Entropy,Uncertainty,Margin Score,Result Type,Num Correct Entities,Num Missed Entities,Num Spurious Entities,Labelled Entities,Detected Entities,Combined result type
Can you tell me your return policy?  I like to buy and return a lot of stuff.,Can you tell me your return policy?  I like to buy and return a lot of stuff.,intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,0.980847,0.000000,0.019153,0.000000,Pass,0,0,0,,,Pass
"Hi, what is your refund policy? I would like to buy a few things, but want to make sure I can get my money back if anything unfortunate happens...","Hi, what is your refund policy? I would like to buy a few things, but want to make sure I can get my money back if anything unfortunate happens...",intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,0.971953,0.000000,0.028047,0.000000,Pass,0,0,0,,,Pass
what is the return policy? I am thinking of buying things and just wanna know it,what is the return policy? I am thinking of buying things and just wanna know it,intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,0.988309,0.000000,0.011691,0.000000,Pass,0,0,0,,,Pass
"What is the refund policy you guys offer? I'm interested in making a purchase, but I want to know what kind of assurance you all offer there.","What is the refund policy you guys offer? I'm interested in making a purchase, but I want to know what kind of assurance you all offer there.",intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,0.949359,0.000000,0.050641,0.000000,Pass,0,0,0,,,Pass
"Hello, I would like to know what the return policy is as I am looking to purchase something","Hello, I would like to know what the return policy is as I am looking to purchase something",intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,intent-P6ZL4R5CVJN53BW4C4BZI2O4,shipping_issues / query return policy,0.976626,0.000000,0.023374,0.000000,Pass,0,0,0,,,Pass
HI.  My name is Crystal Minh.  I am having issues with the website running really slow.,HI.  My name is Crystal Minh.  I am having issues with the website running really slow.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.933187,0.189241,0.066813,0.085123,Pass,0,0,0,,,Pass
"Hi.  My name is ALessandro Phoenix.  The website is really slow today, and I'm wondering what the issue is and if you can help fix it?","Hi.  My name is ALessandro Phoenix.  The website is really slow today, and I'm wondering what the issue is and if you can help fix it?",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.857009,0.340110,0.142991,0.200714,Pass,0,0,0,,,Pass
"Hi, the website is running really slow","Hi, the website is running really slow",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.994839,0.000000,0.005161,0.000000,Pass,0,0,0,,,Pass
Website is going too slow,Website is going too slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.994893,0.000000,0.005107,0.000000,Pass,0,0,0,,,Pass
Hi. The website is running really slowly.,Hi. The website is running really slowly.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.993670,0.000000,0.006330,0.000000,Pass,0,0,0,,,Pass
"Hi I have an issue with your website. Things are running really slow, Is there something going on?","Hi I have an issue with your website. Things are running really slow, Is there something going on?",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.777376,0.748612,0.222624,0.424682,Pass,0,0,0,,,Pass
The website is too slow.,The website is too slow.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.992499,0.000000,0.007501,0.000000,Pass,0,0,0,,,Pass
Hi.  My name is Sanya Afzal.  I am having issues with the website running very slow.,Hi.  My name is Sanya Afzal.  I am having issues with the website running very slow.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.958914,0.161166,0.041086,0.058811,Pass,0,0,0,,,Pass
the website is just running really slow,the website is just running really slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.991519,0.000000,0.008481,0.000000,Pass,0,0,0,,,Pass
The website is slow. What is the issue?,The website is slow. What is the issue?,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.983241,0.102817,0.016759,0.029222,Pass,0,0,0,,,Pass
the website is running really slow,the website is running really slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.994288,0.000000,0.005712,0.000000,Pass,0,0,0,,,Pass
The website is running extremely slow today. The page expires before it loads and I don't think it is on my end. Have you been having issues with it?,The website is running extremely slow today. The page expires before it loads and I don't think it is on my end. Have you been having issues with it?,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.930682,0.184197,0.069318,0.092831,Pass,0,0,0,,,Pass
website is slow,website is slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.993144,0.000000,0.006856,0.000000,Pass,0,0,0,,,Pass
Website is too slow to use.,Website is too slow to use.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.984850,0.000000,0.015150,0.000000,Pass,0,0,0,,,Pass
it is also slow on another website,it is also slow on another website,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.983950,0.000000,0.016050,0.000000,Pass,0,0,0,,,Pass
hi! the website is really working slowly.,hi! the website is really working slowly.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.969923,0.134596,0.030077,0.045289,Pass,0,0,0,,,Pass
"Hi, is there an issue with the website right now? it's really slow","Hi, is there an issue with the website right now? it's really slow",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.969793,0.158372,0.030207,0.050824,Pass,0,0,0,,,Pass
The overall website runs slow.,The overall website runs slow.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.992058,0.000000,0.007942,0.000000,Pass,0,0,0,,,Pass
But your website is soooooooo slow,But your website is soooooooo slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.973670,0.132216,0.026330,0.042171,Pass,0,0,0,,,Pass
"Hello, I am trying to get on the website however, I am having issues. The site is running extremely slow","Hello, I am trying to get on the website however, I am having issues. The site is running extremely slow",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.895626,0.406585,0.104374,0.172549,Pass,0,0,0,,,Pass
the website is SOOO Slow,the website is SOOO Slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.991351,0.000000,0.008649,0.000000,Pass,0,0,0,,,Pass
"like, glacially slow","like, glacially slow",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.424084,0.674174,0.575916,0.802122,Pass,0,0,0,,,Pass
but the website is running slow,but the website is running slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.971650,0.122147,0.028350,0.041429,Pass,0,0,0,,,Pass
"Hello there, I'm having some issues with navigating the website, it's running really slow","Hello there, I'm having some issues with navigating the website, it's running really slow",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.943216,0.258781,0.056784,0.094769,Pass,0,0,0,,,Pass
"yeah, your website is just too laggy!","yeah, your website is just too laggy!",intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.935646,0.309623,0.064354,0.115660,Pass,0,0,0,,,Pass
The website is very slow.,The website is very slow.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.995566,0.000000,0.004434,0.000000,Pass,0,0,0,,,Pass
The entire website is running slow.,The entire website is running slow.,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.994761,0.000000,0.005239,0.000000,Pass,0,0,0,,,Pass
"yo, what is wrong with the website?","yo, what is wrong with the website?",intent-6ONU6LQMLRKLZD3FQVAA7QGF,technical_issues / i_have_an_issue,intent-YJ6TPL3SCNNDVLGE7LLGPR6I,technical_issues / website_is_slow,0.448114,0.732284,0.551886,0.999304,Fail,0,0,0,,,IntentFail
you see I have lost my phone that I use for two-factor authentication.,you see I have lost my phone that I use for two-factor authentication.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.998998,0.000000,0.001002,0.000000,Pass,0,0,0,,,Pass
please reset the two factor authenticator.,please reset the two factor authenticator.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.982211,0.000000,0.017789,0.000000,Pass,0,0,0,,,Pass
"Hi, I cannot access my account; I can't use the two-factor authentication I have set up.","Hi, I cannot access my account; I can't use the two-factor authentication I have set up.",intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.902961,0.297368,0.097039,0.159655,Pass,0,0,0,,,Pass
I lost the phone I used for the two factor authentication,I lost the phone I used for the two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999275,0.000000,0.000725,0.000000,Pass,0,0,0,,,Pass
But I have recently lost the phone that I use for two-factor authentication.,But I have recently lost the phone that I use for two-factor authentication.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.998638,0.000000,0.001362,0.000000,Pass,0,0,0,,,Pass
I can't access my account because I use two-factor authentication.,I can't access my account because I use two-factor authentication.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.853841,0.404650,0.146159,0.261010,Pass,0,0,0,,,Pass
it says i need a 2 step verification but i can't do that,it says i need a 2 step verification but i can't do that,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.533498,0.576361,0.466502,0.577602,Pass,0,0,0,,,Pass
"Hi, I've got a bit of a problem. I want to log in to my account, but I can't access it. I set up 2-factor authentication on my account, but I lost the phone I use for the two-factor authentication. Is there anything I can do to get into my account?","Hi, I've got a bit of a problem. I want to log in to my account, but I can't access it. I set up 2-factor authentication on my account, but I lost the phone I use for the two-factor authentication. Is there anything I can do to get into my account?",intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.989979,0.000000,0.010021,0.000000,Pass,0,0,0,,,Pass
i lost the phone you use for two-factor authentication,i lost the phone you use for two-factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999388,0.000000,0.000612,0.000000,Pass,0,0,0,,,Pass
for two factor authentication,for two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.995921,0.000000,0.004079,0.000000,Pass,0,0,0,,,Pass
"Could I have the two factor authentication removed from my account, I lost my phone so I can't get the codes now","Could I have the two factor authentication removed from my account, I lost my phone so I can't get the codes now",intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.945851,0.186722,0.054149,0.079886,Pass,0,0,0,,,Pass
so no phone = no login,so no phone = no login,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.648492,0.549727,0.351508,0.561097,Pass,0,0,0,,,Pass
it wants me to 2 factor authentification again,it wants me to 2 factor authentification again,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.968874,0.000000,0.031126,0.000000,Pass,0,0,0,,,Pass
two factor problem,two factor problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.529016,0.509974,0.470984,0.768624,Pass,0,0,0,,,Pass
since i can't get past my two factor authentication,since i can't get past my two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.958102,0.150173,0.041898,0.058866,Pass,0,0,0,,,Pass
without two-factor authentication,without two-factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.995700,0.000000,0.004300,0.000000,Pass,0,0,0,,,Pass
for the two factor authentication.,for the two factor authentication.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.995155,0.000000,0.004845,0.000000,Pass,0,0,0,,,Pass
The phone I had for two-factor authentication was lost,The phone I had for two-factor authentication was lost,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999193,0.000000,0.000807,0.000000,Pass,0,0,0,,,Pass
Can you help me reset my two factor authentication?,Can you help me reset my two factor authentication?,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.972533,0.141606,0.027467,0.045055,Pass,0,0,0,,,Pass
Hi! I lost my phone and thus can't use my two-factor authentication.,Hi! I lost my phone and thus can't use my two-factor authentication.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.998066,0.000000,0.001934,0.000000,Pass,0,0,0,,,Pass
it want a two factor authentication,it want a two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.993824,0.000000,0.006176,0.000000,Pass,0,0,0,,,Pass
But I lost my phone to use for two factor authentication,But I lost my phone to use for two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999399,0.000000,0.000601,0.000000,Pass,0,0,0,,,Pass
I cannot do the two-factor authentication because I lost the phone connected to it,I cannot do the two-factor authentication because I lost the phone connected to it,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999378,0.000000,0.000622,0.000000,Pass,0,0,0,,,Pass
I have lost the phone I use for two factor authentication,I have lost the phone I use for two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999371,0.000000,0.000629,0.000000,Pass,0,0,0,,,Pass
I lost my phone with 2 factor authentication,I lost my phone with 2 factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.997784,0.000000,0.002216,0.000000,Pass,0,0,0,,,Pass
I lost the phone that I use for the two-factor authentication,I lost the phone that I use for the two-factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999364,0.000000,0.000636,0.000000,Pass,0,0,0,,,Pass
now my home pc won't let me 2 factor authenticate..,now my home pc won't let me 2 factor authenticate..,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.940123,0.258458,0.059877,0.096494,Pass,0,0,0,,,Pass
Hi I lost my phone number for my two factor authentication,Hi I lost my phone number for my two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.991931,0.000000,0.008069,0.000000,Pass,0,0,0,,,Pass
I lost my phone and can't use the two-factor authentication,I lost my phone and can't use the two-factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.998673,0.000000,0.001327,0.000000,Pass,0,0,0,,,Pass
to remove the two factor authentication,to remove the two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.990221,0.000000,0.009779,0.000000,Pass,0,0,0,,,Pass
I lost the phone I use for two factor authentication,I lost the phone I use for two factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999162,0.000000,0.000838,0.000000,Pass,0,0,0,,,Pass
I lost my 2-factor authentication phone.,I lost my 2-factor authentication phone.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.998184,0.000000,0.001816,0.000000,Pass,0,0,0,,,Pass
